GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Contributors,Age
opencv/cvat,Y,3675,939,17704,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/opencv/cvat/graphs/contributors shows that there are multiple contributors but mainly 1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/opencv/cvat/graphs/commit-activity shows that there have been significant amount of activties in the past few months consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/opencv/cvat/issues/1870 and https://github.com/opencv/cvat/issues/1869",https://github.com/opencv/cvat/blob/develop/LICENSE,There are files related to testing,198,1911
OpenMined/PySyft,Y,5765,5883,39444,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/OpenMined/PySyft/graphs/contributors shows that there are multiple contributors,The project uses CI but not sure what is it,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/OpenMined/PySyft/issues/3780 and https://github.com/OpenMined/PySyft/issues/3613",https://github.com/OpenMined/PySyft/blob/master/LICENSE is provided.,There are many files related to testing.,313,2254
open-mmlab/mmcv,Y,1511,357,19782,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/open-mmlab/mmcv/graphs/contributors shows there are multiple contributors,CI is not used on the project,There is a well-maintained README and most of the functions in https://github.com/open-mmlab/mmcv/blob/master/mmcv/runner/epoch_based_runner.py and https://github.com/open-mmlab/mmcv/blob/master/mmcv/runner/base_runner.py and https://github.com/open-mmlab/mmcv/blob/master/mmcv/parallel/distributed.py have appropriate docstrings,https://github.com/open-mmlab/mmcv/graphs/commit-activity shows there are some activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/open-mmlab/mmcv/issues/406 and https://github.com/open-mmlab/mmcv/issues/397",https://github.com/open-mmlab/mmcv/blob/master/LICENSE,There are many files related to testing,243,1857
open-mmlab/mmdetection,Y,10233,1056,50969,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/open-mmlab/mmdetection/graphs/contributors shows there are multiple contributors,CI is not used on the project,There is a well-maintained README and most of the functions in https://github.com/open-mmlab/mmdetection/blob/master/mmdet/core/post_processing/merge_augs.py and https://github.com/open-mmlab/mmdetection/blob/master/mmdet/core/mask/mask_target.py and https://github.com/open-mmlab/mmdetection/blob/master/mmdet/core/mask/structures.py have appropriate docstrings,https://github.com/open-mmlab/mmdetection/graphs/commit-activity shows that there have been significant amount of activties in the past few months consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/open-mmlab/mmdetection/issues/3252 and https://github.com/open-mmlab/mmdetection/issues/3226",https://github.com/open-mmlab/mmdetection/blob/master/LICENSE,There are many files related to testing,390,1857
OpenNMT/OpenNMT-py,Y,4221,2471,13016,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/OpenNMT/OpenNMT-py/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity but not consistent,"The project maintainers respond to issues, as evidenced by https://github.com/OpenNMT/OpenNMT-py/issues/1803 and https://github.com/OpenNMT/OpenNMT-py/issues/1802",https://github.com/OpenNMT/OpenNMT-py/blob/master/LICENSE.md is provided.,There are many files related to testing.,170,2402
OpenNMT/OpenNMT-tf,Y,1074,1735,14316,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/OpenNMT/OpenNMT-tf/graphs/contributors shows that there are multiple contributors but mainly 1,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/OpenNMT/OpenNMT-tf/issues/695 and https://github.com/OpenNMT/OpenNMT-tf/issues/672",https://github.com/OpenNMT/OpenNMT-tf/blob/master/LICENSE is provided.,There are many files related to testing.,22,2136
openvinotoolkit/openvino,Y,1347,443,111568,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/openvinotoolkit/openvino/graphs/contributors shows that there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and some of the functions in https://github.com/openvinotoolkit/openvino/blob/master/model-optimizer/extensions/back/InterpolateReshape.py and https://github.com/openvinotoolkit/openvino/blob/master/model-optimizer/extensions/back/LRNToNorm.py have appropriate docstrings,https://github.com/openvinotoolkit/openvino/graphs/commit-activity shows that there have been few activties in the past few months with many activities in the past month.,"The project maintainers respond to issues, not so actively, as evidenced byhttps://github.com/openvinotoolkit/openvino/issues/1239 and https://github.com/openvinotoolkit/openvino/issues/1220",https://github.com/openvinotoolkit/openvino/blob/master/LICENSE,There are many files related to testing,387,1803
PaddlePaddle/models,Y,4767,4330,152027,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/PaddlePaddle/models/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/PaddlePaddle/models/issues/4733 and https://github.com/PaddlePaddle/models/issues/4704 but there's still many open issues",https://github.com/PaddlePaddle/models/blob/release/1.8/LICENSE is provided.,There are test files for some of the projects,273,2345
pgmpy/pgmpy,Y,1483,2630,23912,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/pgmpy/pgmpy/graphs/contributors shows that there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and most of the functions in https://github.com/pgmpy/pgmpy/blob/dev/pgmpy/base/UndirectedGraph.py and https://github.com/pgmpy/pgmpy/blob/dev/pgmpy/inference/ExactInference.py and https://github.com/pgmpy/pgmpy/blob/dev/pgmpy/inference/EliminationOrder.py have appropriate docstrings,https://github.com/pgmpy/pgmpy/graphs/commit-activity shows that there are have been activities in the past consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/pgmpy/pgmpy/issues/1298 and https://github.com/pgmpy/pgmpy/issues/1293",https://github.com/pgmpy/pgmpy/blob/dev/LICENSE,There are many files related to testing,99,3653
Project-MONAI/MONAI,Y,1018,315,36452,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Project-MONAI/MONAI/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/Project-MONAI/MONAI/blob/master/monai/handlers/checkpoint_saver.py, https://github.com/Project-MONAI/MONAI/blob/master/monai/networks/utils.py , and https://github.com/Project-MONAI/MONAI/blob/master/monai/visualize/img2tensorboard.py have appropriate docstrings.","Checking https://github.com/Project-MONAI/MONAI/commits/master (or https://github.com/Project-MONAI/MONAI/pulse), there has been significant commit activity in the past month.","The project maintainers respond to issues, as evidenced by https://github.com/Project-MONAI/MONAI/issues/614 and https://github.com/Project-MONAI/MONAI/issues/598.",https://github.com/Project-MONAI/MONAI/blob/master/LICENSE is provided.,There are many files related to testing.,167,1441
pyannote/pyannote-audio,Y,688,1765,9657,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pyannote/pyannote-audio/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pyannote/pyannote-audio/blob/develop/LICENSE,There are many files related to testing,47,2754
pymc-devs/pymc3,Y,5093,7404,32583,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pymc-devs/pymc3/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pymc-devs/pymc3/blob/master/LICENSE,There are many files related to testing,347,5252
pyprob/pyprob,Y,301,1246,11146,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pyprob/pyprob/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a README, some codes are documented",Consistent commits in the last month,"More open than closed, author seldom replies",https://github.com/pyprob/pyprob/blob/master/LICENSE,There are many files related to testing,9,2498
pyro-ppl/pyro,Y,6301,2040,65702,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pyro-ppl/pyro/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/pyro-ppl/pyro/blob/dev/LICENSE.md,There are many files related to testing,134,2288
pytorch/audio,Y,974,451,14845,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/audio/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/audio/blob/master/LICENSE,There are many files related to testing,190,2330
pytorch/botorch,Y,1629,656,27954,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/botorch/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/botorch/blob/master/LICENSE,There are many files related to testing,79,1878
pytorch/captum,Y,1493,695,23319,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/captum/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More open than closed, author sometimes replies",https://github.com/pytorch/captum/blob/master/LICENSE,There are many files related to testing,85,1485
pytorch/fairseq,Y,8204,1353,66699,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiole contributors: https://github.com/pytorch/fairseq/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/fairseq/blob/master/LICENSE,There are many files related to testing,298,2214
pytorch/ignite,Y,2867,619,36702,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/ignite/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/pytorch/ignite/blob/master/LICENSE,There are many files related to testing,188,2128
pytorch/text,Y,2337,566,11130,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/text/blob/master/LICENSE,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/text/blob/master/LICENSE,There are many files related to testing,138,2473
pytorch/vision,Y,6570,1054,24787,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/vision/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/vision/blob/master/LICENSE,There are many files related to testing,450,2507
PyTorchLightning/pytorch-lightning,Y,6089,2599,38240,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/PyTorchLightning/pytorch-lightning/graphs/contributors shows that there are multiple contributors,"The project seems to use Circle CI but drop it, not very sure what they use exactly",There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/PyTorchLightning/pytorch-lightning/issues/2495 and https://github.com/PyTorchLightning/pytorch-lightning/issues/2456",https://github.com/PyTorchLightning/pytorch-lightning/blob/master/LICENSE is provided.,There are many files related to testing.,441,1636
Qiskit/qiskit-aqua,Y,362,5998,53797,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Qiskit/qiskit-aqua/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Qiskit/qiskit-aqua/issues/1013 and https://github.com/Qiskit/qiskit-aqua/issues/1066",https://github.com/Qiskit/qiskit-aqua/blob/master/LICENSE.txt is provided.,There are many files related to testing.,85,1926
quantumblacklabs/kedro,Y,2539,713,25394,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/quantumblacklabs/kedro/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/quantumblacklabs/kedro/blob/master/LICENSE.md,There are many files related to testing,189,1618
quantumlib/Cirq,Y,2373,1671,110532,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/quantumlib/Cirq/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/quantumlib/Cirq/blob/master/LICENSE,There is no evidence of any testing done on the project.,197,2107
ray-project/ray,Y,11894,4975,151379,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/ray-project/ray/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/ray-project/ray/blob/master/LICENSE,There are many files related to testing,420,2522
rlworkgroup/garage,Y,760,937,43339,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multipe contributors: https://github.com/rlworkgroup/garage/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds sometimes",https://github.com/rlworkgroup/garage/blob/master/LICENSE,There are many files related to testing,69,1927
ROCmSoftwarePlatform/tensorflow-upstream,Y,439,90927,699513,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream/graphs/contributors shows that there are multiple contributors,"No evidence of CI used, may missed out because there are alot of files",There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/ROCmSoftwarePlatform/tensorflow-upstream/issues/1000 and https://github.com/ROCmSoftwarePlatform/tensorflow-upstream/issues/937",https://github.com/ROCmSoftwarePlatform/tensorflow-upstream/blob/develop-upstream/LICENSE is provided.,There are many files related to testing.,407,1987
rusty1s/pytorch_geometric,Y,8018,3495,25564,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/rusty1s/pytorch_geometric/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/rusty1s/pytorch_geometric/blob/master/LICENSE,There are many files related to testing,417,2176
rwightman/pytorch-image-models,Y,3984,465,19123,The source code of this project has been organised into different modules in a way that shows the relationship between different files with some ad hoc scripts,Multiple contributors: https://github.com/rwightman/pytorch-image-models/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/rwightman/pytorch-image-models/blob/master/LICENSE,There are many files related to testing,94,1693
scikit-learn-contrib/imbalanced-learn,Y,4467,686,12622,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/scikit-learn-contrib/imbalanced-learn/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Some commits the past month,"More closed than open, author does not respond frequently",https://github.com/scikit-learn-contrib/imbalanced-learn/blob/master/LICENSE,There are many files related to testing,74,3322
SeldonIO/seldon-core,Y,1597,4793,34102,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SeldonIO/seldon-core/graphs/contributors shows that there are multiple contributors,The project uses Jenkins CI,There is a well-maintained documentation,Evidence of sustained commit activity but only recently,"The project maintainers respond to issues, as evidenced by https://github.com/SeldonIO/seldon-core/issues/2068 and https://github.com/SeldonIO/seldon-core/issues/2048",https://github.com/SeldonIO/seldon-core/blob/master/LICENSE is provided.,There are many files related to testing.,162,2100
shibing624/pycorrector,Y,1351,370,33797,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/shibing624/pycorrector/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/shibing624/pycorrector/blob/master/LICENSE,There are many files related to testing,17,2030
skorch-dev/skorch,Y,3252,874,13749,X The source code of the project exists as ad-hoc scripts.,"4-6 active contributers, 33 contributers in total",Travis used,Documentation not negligible,Commit activity not negligible,45 open << 266 closed,License provided,X Doesn't seem to have unit test,55,2257
slundberg/shap,Y,9206,1228,22908,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"1 has significantly more commits than others, but 87 contributers",Travis used,Documentation provided,Commit activity not negligible,643 open >> 428 closed,License provided,A number of tests,174,2494
sql-machine-learning/elasticdl,Y,468,1495,21366,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,14 active contributors out of 18,Travis used,Documentation provided,"Recent, Commit activity not negligible",101 open << 641 closed,License provided,Tests contained,23,1791
stanfordnlp/stanza,Y,4301,1263,15512,X The source code of the project exists as ad-hoc scripts.,6 active contributors out of 18,Travis used,Documentation provided mostly in links,Commit activity not negligible,36 open << 260 closed,License provided,Quite a number of tests,47,2185
stellargraph/stellargraph,Y,1335,2498,35258,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,13 active contributors out of 24,X CI is not used on the project.,Documentation provided mostly in links,"Recent, Commit activity not negligible",202 open << 650 closed,License provided,Quite a number of tests,30,1986
streamlit/streamlit,Y,9078,3364,21166,Organised but not in modules,"2 have significantly more commits than others, but 51 contributers",CircleCI used,Documentation provided,"Recent, Commit activity not negligible",387 open < 608 closed,License provided,A number of tests https://github.com/streamlit/streamlit/tree/develop/lib/tests,181,1490
studioml/studio,Y,354,2244,11668,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"1 has significantly more commits than others, but 5 contributers",Travis used,Documentation mostly in links,Commit activity not negligible,55 open << 179 closed,License provided,There are many files related to testing.,13,2310
SurrealAI/surreal,Y,416,1418,9408,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SurrealAI/surreal/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,Issues tab disabled but maintainers do respond to pull requests,https://github.com/SurrealAI/surreal/blob/master/LICENSE is provided.,There are files related to testing but not much,12,1758
tensorflow/addons,Y,886,1123,26769,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"2 have significantly more commits than others, but 103 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",113 open < 473 closed,License provided,Few tests https://github.com/tensorflow/addons/tree/master/tools/testing,195,1760
tensorflow/cleverhans,Y,4586,3000,26654,Organised but not in modules,"2 have significantly more commits than others, but 93 contributers",Travis used,Documentation provided,Commit activity not negligible,48 open << 371 closed,License provided,Quite a number of tests,110,2563
tensorflow/data-validation,Y,455,464,15664,Organised but not in modules,"2 have significantly more commits than others, but 4 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",34 open < 62 closed,License provided,X 1 integration test https://github.com/tensorflow/data-validation/tree/master/tensorflow_data_validation/integration_tests,21,1906
tensorflow/federated,Y,1092,2034,67554,X The source code of the project exists as ad-hoc scripts.,"4 have significantly more commits than others, but 53 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",21 open < 142 closed,License provided,X Doesn't seem to have unit test,102,1744
tensorflow/io,Y,331,1146,22569,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"1 has significantly more commits than others, but 20 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",100 open < 213 closed,License provided,There are many files related to testing. https://github.com/tensorflow/io/tree/master/tests,99,1776
tensorflow/lucid,Y,3749,610,29982,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"3 have significantly more commits than others, but 27 contributers",Travis used,Documentation provided,Commit activity not negligible,57 open < 92 closed,License provided,There are many files related to testing. https://github.com/tensorflow/io/tree/master/tests,34,2064
tensorflow/mesh,Y,489,476,23158,A few folders,"1 has significantly more commits than others, but 29 contributers",X CI is not used on the project.,Documentation provided,Commit activity not negligible,31 open < 9 closed,License provided,A number of tests https://github.com/tensorflow/graphics/tree/master/tensorflow_graphics/util/tests,43,1825
tensorflow/model-analysis,Y,962,672,39179,Organised but not in modules,"2 has significantly more commits than others, but 28 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",14 open < 20 closed,License provided,A number of tests https://github.com/tensorflow/graphics/tree/master/tensorflow_graphics/util/tests,51,1994
tensorflow/quantum,Y,890,370,11147,Organised but not in modules,"2 have significantly more commits than others, but 16 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",36 open < 61 closed,License provided,A number of tests https://github.com/tensorflow/quantum/tree/master/benchmarks/scripts,32,1323
tensorflow/tfjs,Y,13418,3938,11330,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"100 contributers, most significant",X CI is not used on the project.,Documentation mostly in links,"Recent, Commit activity not negligible",376 open << 1828 closed,License provided,Have,337,2026
tensorforce/tensorforce,Y,2699,1910,20607,Organised but not in modules,"3 have significantly more commits than others, but 59 contributers",Travis used,Documentation mostly in links,Commit activity not negligible,11 open < 490 closed,License provided,Quite a number of tests https://github.com/tensorforce/tensorforce/tree/master/test,64,2377
tensorlayer/tensorlayer,Y,6132,3270,27856,Organised but not in modules,"1 has significantly more commits than others, but 84 contributers",Travis used,Documentation provided,Commit activity not negligible,34 open < 403 closed,License provided,Quite a number of tests https://github.com/tensorforce/tensorforce/tree/master/test,89,2661
tensorpack/tensorpack,Y,5551,2887,24814,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,"2 has significantly more commits than others, but 53 contributers",X CI is not used on the project.,Documentation provided,Commit activity not negligible,7 open << 1k+ closed,License provided,A number of tests https://github.com/tensorpack/tensorpack/tree/master/tests,52,2822
tf-encrypted/tf-encrypted,Y,696,590,18742,Organised but not in modules,"1 has significantly more commits than others, but 24 contributers",CircleCI used,Documentation provided,Commit activity not negligible,155 open < 222 closed,License provided,Quite a number of tests,25,2008
TheAlgorithms/Python,Y,76838,1606,28758,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/TheAlgorithms/Python/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/TheAlgorithms/Python/issues/1919 and https://github.com/TheAlgorithms/Python/issues/2153, a lot of spam issues in this project by random users",https://github.com/TheAlgorithms/Python/blob/master/LICENSE.md is provided.,There is no evidence of any testing done on the project.,456,2624
uber/ludwig,Y,6770,1095,34403,Organised but not in modules,"1 has significantly more commits than others, but 71 contributers",Travis used,Documentation provided,"Recent, Commit activity not negligible",82 open << 337 closed,License provided,A number,134,1729
Unity-Technologies/ml-agents,Y,8902,2340,19078,The source code of this project has been organised into different modules in a way that shows the relationship between different files but quite messy,https://github.com/Unity-Technologies/ml-agents/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Unity-Technologies/ml-agents/issues/4141 and https://github.com/Unity-Technologies/ml-agents/issues/4112",https://github.com/Unity-Technologies/ml-agents/blob/master/LICENSE is provided.,There are files related to testing,139,2204
vaexio/vaex,Y,4393,2709,52535,Organised but not in modules,"1 has significantly more commits than others, but 23 contributers",Travis used,Documentation provided,Commit activity not negligible,154 open < 291 closed,License provided,There are many files related to testing. https://github.com/tensorflow/io/tree/master/tests,63,3282
VertaAI/modeldb,Y,952,1552,77803,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/VertaAI/modeldb/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/VertaAI/modeldb/issues/564 and https://github.com/VertaAI/modeldb/issues/259 but a lot issues left open",https://github.com/VertaAI/modeldb/blob/master/DEPLOY.md is provided.,There are many files related to testing,50,2528
vita-epfl/openpifpaf,Y,508,808,9325,Organised but not in modules,"1 has significantly more commits than others, 3 contributers",Travis used,Documentation provided,Commit activity not negligible,7 open << 113 closed,License provided,A number,10,778
wandb/client,Y,2063,2815,142242,The source code of this project has been organised into different modules,about 11 active contributors,CircleCI used,Documentation provided,"Recent, Commit activity not negligible",207 open < 354 closed,License provided,There are many files related to testing. https://github.com/tensorflow/io/tree/master/tests,140,2373
XanaduAI/pennylane,Y,495,1548,54001,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/XanaduAI/pennylane/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/XanaduAI/pennylane/issues/661 and https://github.com/XanaduAI/pennylane/issues/533",https://github.com/XanaduAI/pennylane/blob/master/LICENSE is provided.,There are many files related to testing,138,1983
XanaduAI/strawberryfields,Y,378,986,25362,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/XanaduAI/strawberryfields/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/XanaduAI/strawberryfields/issues/304 and https://github.com/XanaduAI/strawberryfields/issues/369",https://github.com/XanaduAI/pennylane/blob/master/LICENSE is provided.,There are many files related to testing,42,2005
YosefLab/scVI,Y,370,1212,10838,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/YosefLab/scVI/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/YosefLab/scVI/issues/560 and https://github.com/YosefLab/scVI/issues/690",https://github.com/YosefLab/scVI/blob/master/LICENSE is provided.,There are many files related to testing,58,2206
