GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Contributors,Age
facebookresearch/ParlAI,Y,6296,3265,77405,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/ParlAI/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/ParlAI/tree/master/docs,Checking https://github.com/facebookresearch/ParlAI/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/ParlAI/issues/2814",https://github.com/facebookresearch/ParlAI/blob/master/LICENSE is provided,There are many files related to testing.,191,2340
facebookresearch/pyrobot,Y,1674,405,12870,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/pyrobot/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/pyrobot/tree/master/docs,Checking https://github.com/facebookresearch/pyrobot/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/pyrobot/issues/56",https://github.com/facebookresearch/pyrobot/blob/master/LICENSE is provided,There are many files related to testing.,15,1692
facebookresearch/pytext,Y,5895,1088,45722,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/pytext/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/pytext/tree/master/pytext/docs,Checking https://github.com/facebookresearch/pytext/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/pytext/issues/1232",https://github.com/facebookresearch/pytext/blob/master/LICENSE is provided,There are many files related to testing.,118,1877
facebookresearch/ReAgent,Y,2542,855,35109,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/facebookresearch/ReAgent/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/facebookresearch/ReAgent/tree/master/docs,Checking https://github.com/facebookresearch/ReAgent/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/ReAgent/issues/265",https://github.com/facebookresearch/ReAgent/blob/master/LICENSE is provided,There are many files related to testing.,83,2247
facebookresearch/vilbert-multi-task,Y,206,289,12384,The source code of the project exists as ad-hoc scripts.,https://github.com/facebookresearch/vilbert-multi-task/graphs/contributors shows that there are multiple contributors.,CI is not used on the project.,There is a well maintained README,Checking https://github.com/facebookresearch/vilbert-multi-task/pulse/monthly there has been 3 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/facebookresearch/vilbert-multi-task/issues/33",https://github.com/facebookresearch/vilbert-multi-task/blob/master/LICENSE is provided,There is no evidence of any testing done on the project.,6,1396
fastai/fastai,Y,18199,5444,27614,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fastai/fastai/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fastai/fastai/tree/master/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/fastai/fastai/issues/2572",https://github.com/fastai/fastai/blob/master/LICENSE is provided,There are many files related to testing.,227,2203
fastnlp/fastNLP,Y,1539,1656,37394,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fastnlp/fastNLP/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fastnlp/fastNLP/tree/master/docs,Checking https://github.com/fastnlp/fastNLP/pulse/monthly there has been 3 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fastnlp/fastNLP/issues/308",https://github.com/fastnlp/fastNLP/blob/master/LICENSE is provided,There are many files related to testing.,44,2024
f-dangel/backpack,Y,202,1461,8893,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/f-dangel/backpack/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/f-dangel/backpack/tree/master/docs,Checking https://github.com/f-dangel/backpack/pulse/monthly there has been minor commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/f-dangel/backpack/issues/68",https://github.com/f-dangel/backpack/blob/master/LICENSE.txt is provided,There are many files related to testing.,5,1532
feast-dev/feast,Y,889,980,11685,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/feast-dev/feast/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/feast-dev/feast/tree/master/docs,Checking https://github.com/feast-dev/feast/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/feast-dev/feast/issues/835",https://github.com/feast-dev/feast/blob/master/LICENSE is provided,There are many files related to testing.,201,1747
FederatedAI/FATE,Y,1932,3106,84376,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/FederatedAI/FATE/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/FederatedAI/FATE/issues/1236 and https://github.com/FederatedAI/FATE/issues/1198",https://github.com/FederatedAI/FATE/blob/master/LICENSE is provided.,There are many files related to testing.,77,1701
fepegar/torchio,Y,357,696,9502,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fepegar/torchio/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fepegar/torchio/tree/master/docs,Checking https://github.com/fepegar/torchio/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fepegar/torchio/issues/215",https://github.com/fepegar/torchio/blob/master/LICENSE is provided,There are many files related to testing.,46,1389
flairNLP/flair,Y,8905,2371,22062,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flairNLP/flair/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flairNLP/flair/tree/master/resources/docs,Checking https://github.com/flairNLP/flair/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flairNLP/flair/issues/1744",https://github.com/flairNLP/flair/blob/master/LICENSE is provided,There are many files related to testing.,192,1929
flatironinstitute/CaImAn,Y,336,3619,52235,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flatironinstitute/CaImAn/graphs/contributorsshows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flatironinstitute/CaImAn/tree/master/docs,Checking https://github.com/flatironinstitute/CaImAn/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flatironinstitute/CaImAn/issues/780",https://github.com/flatironinstitute/CaImAn/blob/master/LICENSE.txt is provided,There are many files related to testing.,51,2965
flow-project/flow,Y,505,3709,24342,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/flow-project/flow/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/flow-project/flow/tree/master/docs,Checking https://github.com/flow-project/flow/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/flow-project/flow/issues/946",https://github.com/flow-project/flow/blob/master/LICENSE.md is provided,There are many files related to testing.,44,2218
freewym/espresso,Y,692,1439,74868,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/freewym/espresso/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well maintained README and documentations at https://github.com/freewym/espresso/tree/master/docs,Checking https://github.com/freewym/espresso/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/freewym/espresso/issues/28",https://github.com/freewym/espresso/blob/master/LICENSE is provided,There are many files related to testing.,293,1752
FunctionLab/selene,Y,223,813,5780,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/FunctionLab/selene/graphs/contributors shows that there are multiple contributors,The project uses Jenkins CI,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/FunctionLab/selene/issues/133 and https://github.com/FunctionLab/selene/issues/130",https://github.com/FunctionLab/selene/blob/master/LICENSE is provided.,There are many files related to testing.,11,2216
galaxyproject/galaxy,Y,738,47094,232930,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/galaxyproject/galaxy/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/galaxyproject/galaxy/tree/dev/doc,Checking https://github.com/galaxyproject/galaxy/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/galaxyproject/galaxy/issues/9968",https://github.com/galaxyproject/galaxy/blob/dev/LICENSE.txt is provided,There are many files related to testing.,258,3131
geomstats/geomstats,Y,319,4194,28957,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/geomstats/geomstats/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/geomstats/geomstats/tree/master/docs,Checking https://github.com/geomstats/geomstats/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/geomstats/geomstats/issues/827",https://github.com/geomstats/geomstats/blob/master/LICENSE.md is provided,There are many files related to testing.,64,2156
geoopt/geoopt,Y,294,126,7209,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/geoopt/geoopt/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/geoopt/geoopt/tree/master/docs,Checking https://github.com/geoopt/geoopt/pulse/monthly there has been 6 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/geoopt/geoopt/issues/136",https://github.com/geoopt/geoopt/blob/master/LICENSE is provided,There are many files related to testing.,9,1779
google/automl,Y,2707,351,17460,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/automl/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/automl/tree/master/efficientdet/g3doc",Checking https://github.com/google/automl/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/automl/issues/572",https://github.com/google/automl/blob/master/LICENSE is provided,There is no evidence of any testing done on the project.,37,1289
google/clusterfuzz,Y,4237,1479,87395,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/clusterfuzz/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/clusterfuzz/tree/master/docs",Checking https://github.com/google/clusterfuzz/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/clusterfuzz/issues/1850",https://github.com/google/clusterfuzz/blob/master/LICENSE is provided,There are many files related to testing.,70,1696
google/fhir,Y,438,675,8891,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/fhir/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/fhir/tree/master/py/google/fhir/labels, https://github.com/google/fhir/tree/master/py/google/fhir/models and https://github.com/google/fhir/tree/master/py/google/fhir/seqex",Checking https://github.com/google/fhir/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/fhir/issues/13",https://github.com/google/fhir/blob/master/LICENSE is provided,There are many files related to testing.,28,2080
google/flax,Y,909,629,23388,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/flax/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/flax/tree/master/docs",Checking https://github.com/google/flax/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/flax/issues/322",https://github.com/google/flax/blob/master/LICENSE is provided,There are many files related to testing.,192,1351
google/nucleus,Y,592,381,8778,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/nucleus/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/nucleus/tree/master/docs",There is no commit in the past month,There aren't any open issues,https://github.com/google/nucleus/blob/master/LICENSE is provided,There are many files related to testing.,9,1980
google/qkeras,Y,161,103,19312,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/qkeras/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/google/qkeras/tree/master/qkeras/autoqkeras and https://github.com/google/qkeras/tree/master/qkeras",Checking https://github.com/google/qkeras/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/qkeras/issues/20",https://github.com/google/qkeras/blob/master/LICENSE is provided,There are many files related to testing.,23,1506
google/TensorNetwork,Y,1291,445,30285,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/TensorNetwork/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and documentations in https://github.com/google/TensorNetwork/tree/master/docs",Checking https://github.com/google/TensorNetwork/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/TensorNetwork/issues/712",https://github.com/google/TensorNetwork/blob/master/LICENSE is provided,There are many files related to testing.,50,1610
google/tf-quant-finance,Y,1119,470,37871,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google/tf-quant-finance/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/google/tf-quant-finance/tree/master/tf_quant_finance and https://github.com/google/tf-quant-finance/tree/master/api_docs",Checking https://github.com/google/tf-quant-finance/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google/tf-quant-finance/issues/27",https://github.com/google/tf-quant-finance/blob/master/LICENSE is provided,There are few files related to testing.,41,1520
GoogleCloudPlatform/ai-platform-samples,Y,105,364,11711,Organized into projects where each project source code have been organised into different modules in a way that shows the relationship between different files.,https://github.com/GoogleCloudPlatform/ai-platform-samples/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity with only 5 commits in the past 2 months,"The project maintainers (mainly 1) respond to issues, as evidenced by https://github.com/GoogleCloudPlatform/ai-platform-samples/issues/86 and https://github.com/GoogleCloudPlatform/ai-platform-samples/issues/140 but not often",https://github.com/GoogleCloudPlatform/ai-platform-samples/blob/master/LICENSE is provided.,There are many files related to testing but its everywhere,55,1578
GoogleCloudPlatform/healthcare,Y,236,734,8937,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GoogleCloudPlatform/healthcare/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/GoogleCloudPlatform/healthcare/issues/391 and https://github.com/GoogleCloudPlatform/healthcare/issues/463",https://github.com/GoogleCloudPlatform/healthcare/blob/master/LICENSE is provided.,There are many files related to testing but its everywhere,20,2031
GoogleCloudPlatform/ml-on-gcp,Y,339,366,12141,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GoogleCloudPlatform/ml-on-gcp/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity with only 7 commits in the past 2 months,"The project maintainers respond to issues, as evidenced by https://github.com/GoogleCloudPlatform/ml-on-gcp/issues/34 and https://github.com/GoogleCloudPlatform/ml-on-gcp/issues/42 but not often",https://github.com/GoogleCloudPlatform/ml-on-gcp/blob/master/LICENSE is provided.,Not much test files,26,2205
GoogleCloudPlatform/professional-services,Y,1147,1488,43922,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GoogleCloudPlatform/professional-services/graphs/contributors shows that there are multiple contributors,The project uses Cloudbuild CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/GoogleCloudPlatform/professional-services/issues/482 and https://github.com/GoogleCloudPlatform/professional-services/issues/333",https://github.com/GoogleCloudPlatform/professional-services/blob/master/LICENSE is provided.,There are many files related to testing but its everywhere,237,2316
GoogleCloudPlatform/python-docs-samples,Y,4234,3163,40591,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GoogleCloudPlatform/python-docs-samples/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/GoogleCloudPlatform/python-docs-samples/issues/4206 and https://github.com/GoogleCloudPlatform/python-docs-samples/issues/4162",https://github.com/GoogleCloudPlatform/python-docs-samples/blob/master/LICENSE is provided.,There are many files related to testing but its everywhere,406,3062
GoogleCloudPlatform/training-data-analyst,Y,3711,4276,182874,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GoogleCloudPlatform/training-data-analyst/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Functions mentioned but not well documented,Evidence of sustained commit activity,"Users ask, answer and resolve their own issues",https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/LICENSE is provided.,Can't find test files,181,2712
google-research/google-research,Y,10498,1050,506813,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google-research/google-research/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There are multiple well maintained README,Checking https://github.com/google-research/google-research/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google-research/google-research/issues/313",https://github.com/google-research/google-research/blob/master/LICENSE is provided,There are few files related to testing.,392,1813
google-research/meta-dataset,Y,295,194,12033,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/google-research/meta-dataset/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There are is a well maintained README and documentation at https://github.com/google-research/meta-dataset/tree/master/doc,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/google-research/google-research/issues/313",https://github.com/google-research/meta-dataset/blob/master/LICENSE is provided,There are few files related to testing.,22,1659
google-research/tensor2robot,Y,335,152,14800,The source code of the project exists as ad-hoc scripts.,https://github.com/google-research/tensor2robot/graphs/contributors that there are multiple contributors.,CI is not used on the project.,"There is a well-maintained README, and the majority of the functions in https://github.com/google-research/tensor2robot/tree/master/models ",Checking https://github.com/google-research/tensor2robot/pulse/monthly there has been 8 commit activity in the past month.,The author of the project does not reply to issues or close them.,https://github.com/google-research/tensor2robot/blob/master/LICENSE is provided,There are few files related to testing.,14,1590
google-research/text-to-text-transfer-transformer,Y,2607,200,12273,The source code of the project exists as ad-hoc scripts.,https://github.com/google-research/text-to-text-transfer-transformer/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/google-research/text-to-text-transfer-transformer/tree/master/t5/scripts",Checking https://github.com/google-research/text-to-text-transfer-transformer/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/google-research/text-to-text-transfer-transformer/issues/299",https://github.com/google-research/text-to-text-transfer-transformer/blob/master/LICENSE is provided,There are many files related to testing.,55,1434
GRAAL-Research/poutyne,Y,329,348,8568,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/GRAAL-Research/poutyne/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/GRAAL-Research/poutyne/issues/72 and https://github.com/GRAAL-Research/poutyne/issues/40",https://github.com/GRAAL-Research/poutyne/blob/master/LICENSE is provided.,There are many files related to testing.,19,2101
graphbrain/graphbrain,Y,161,2653,9068,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/graphbrain/graphbrain/graphs/contributors that there are multiple contributors.,CI is not used on the project.,"There is a well-maintained README, and majority of the functions in https://github.com/graphbrain/graphbrain/tree/master/docs",Checking https://github.com/graphbrain/graphbrain/pulse/monthly there has been 1 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/graphbrain/graphbrain/issues/17",https://github.com/graphbrain/graphbrain/blob/master/LICENSE is provided,There are few files related to testing.,8,2772
guildai/guildai,Y,388,3804,105259,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/guildai/guildai/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and majority of the functions in https://github.com/guildai/guildai/tree/master/guild",Checking https://github.com/guildai/guildai/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/guildai/guildai/issues/205",https://github.com/guildai/guildai/blob/master/LICENSE.txt is provided,There are few files related to testing.,25,2182
hasanirtiza/Pedestron,Y,146,670,45032,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/hasanirtiza/Pedestron/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well-maintained README,Checking https://github.com/hasanirtiza/Pedestron/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/hasanirtiza/Pedestron/issues/51",https://github.com/hasanirtiza/Pedestron/blob/master/LICENSE is provided,There are few files related to testing.,45,1275
HazyResearch/fonduer,Y,268,1279,12101,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/HazyResearch/fonduer/graphs/contributors shows that there are multiple contributors,The project uses CI but not sure what is it,There is a well-maintained documentation,Evidence of sustained commit activity however quite unstable,"The project maintainers respond to issues, as evidenced by https://github.com/HazyResearch/fonduer/issues/413 and https://github.com/HazyResearch/fonduer/issues/435",https://github.com/HazyResearch/fonduer/blob/master/LICENSE is provided.,There are many files related to testing.,12,2040
heartexlabs/label-studio,Y,3043,275,6930,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/heartexlabs/label-studio/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README,Checking https://github.com/heartexlabs/label-studio/pulse/monthly there has been 2 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/heartexlabs/label-studio/issues/335",https://github.com/heartexlabs/label-studio/blob/master/LICENSE is provided,There is no evidence of any testing done on the project.,103,1556
heronsystems/adeptRL,Y,112,250,7745,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/heronsystems/adeptRL/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well-maintained README and documentation in https://github.com/heronsystems/adeptRL/tree/master/adept and https://github.com/heronsystems/adeptRL/tree/master/docs,Checking https://github.com/heronsystems/adeptRL/pulse/monthly there has been 4 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/heronsystems/adeptRL/issues/88",https://github.com/heronsystems/adeptRL/blob/master/LICENSE is provided,There are many files related to testing.,10,1819
home-assistant/core,Y,33741,27725,661808,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/home-assistant/core/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README,Checking https://github.com/home-assistant/core/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/home-assistant/core/issues/37681",https://github.com/home-assistant/core/blob/dev/LICENSE.md is provided,There are many files related to testing.,402,3657
huggingface/transformers,Y,29441,4340,187263,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/huggingface/transformers/graphs/contributors,"The project uses CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",The project shows frequent and consistent commits throughout the past years: https://github.com/huggingface/transformers/graphs/commit-activity,More closed issues than open. Project authors respond to issues: https://github.com/huggingface/transformers/issues,https://github.com/huggingface/transformers/blob/master/LICENSE,There are many files related to testing.,435,1789
HumanCompatibleAI/adversarial-policies,Y,116,465,8402,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/HumanCompatibleAI/adversarial-policies/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,Some of the functions are documented,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/HumanCompatibleAI/adversarial-policies/issues/50 and https://github.com/HumanCompatibleAI/adversarial-policies/issues/17 but not much issues to begin with",https://github.com/HumanCompatibleAI/adversarial-policies/blob/master/LICENSE is provided.,There are files related to testing.,5,1767
huseinzol05/Malaya,Y,168,390,421229,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/huseinzol05/Malaya/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Few commits in the last month: https://github.com/hunkim/PyTorchZeroToAll/graphs/commit-activity,"Only one issue, issues closed frequently: https://github.com/huseinzol05/Malaya/issues?q=is%3Aissue+is%3Aclosed",https://github.com/huseinzol05/Malaya/blob/master/LICENSE,There are few files related to testing.,7,2010
IBM/adversarial-robustness-toolbox,Y,1535,5160,48498,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/IBM/adversarial-robustness-toolbox/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/IBM/adversarial-robustness-toolbox/issues/477 and https://github.com/IBM/adversarial-robustness-toolbox/issues/448",https://github.com/IBM/adversarial-robustness-toolbox/blob/main/LICENSE is provided.,There are many files related to testing.,98,2016
IBM/AIF360,Y,943,264,10119,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/IBM/AIF360/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity but quite stable,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/IBM/AIF360/issues/185 and https://github.com/IBM/AIF360/issues/45",https://github.com/IBM/AIF360/blob/master/LICENSE is provided.,There are many files related to testing.,57,1856
IBM/AIX360,Y,566,274,6829,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/IBM/AIX360/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues but not often, as evidenced by https://github.com/IBM/AIX360/issues/46 and https://github.com/IBM/AIX360/issues/76",https://github.com/IBM/AIX360/blob/master/LICENSE is provided.,There are many files related to testing.,25,1534
IBM/lale,Y,105,446,65901,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/IBM/lale/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,The maintainers of the project does not reply to issues or close them.,https://github.com/IBM/lale/blob/master/LICENSE.txt is provided.,There are many files related to testing.,26,1491
